Delhi metro fare : 1st query,Prerna,Ojasvi,Urvi,Himanshu,Final Relevance,,Prerna ,Ojasvi ,Urvi,Himanshu,Final Rank 
http://www.who.int/immunization/programmes_systems/supply_chain/EVM_model_SOP_manual_EN_June_2013_compact.pdf,,1,,,,,,2,,,
http://www.who.int/immunization/programmes_systems/supply_chain/evm/en/index2.html,,0,,,,,,5,,,
https://en.wikipedia.org/wiki/Operating_system,,0,,,,,,6,,,
https://support.microsoft.com/en-us/help/13443/windows-which-operating-system,,0,,,,,,7,,,
http://www.thesaurus.com/browse/operating,,0,,,,,,8,,,
https://www.investopedia.com/terms/o/operatingmargin.asp,,0,,,,,,9,,,
https://www.merriam-webster.com/dictionary/operating,,0,,,,,,10,,,
,,,,,,,,,,,
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",1,1,,,,,,,,,
"1,3",0,0,,,,,,,,,
"1,4",1,1,,,,,,,,,
"1,5",0,0,,,,,,,,,
"1,6",0,0,,,,,,,,,
"1,7",0,0,,,,,,,,,
"1,8",0,0,,,,,,,,,
"1,9",0,0,,,,,,,,,
"1,10",0,0,,,,,,,,,
"2,3",0,0,,,,,,,,,
"2,4",0,0,,,,,,,,,
"2,5",0,0,,,,,,,,,
"2,6",0,0,,,,,,,,,
"2,7",0,0,,,,,,,,,
"2,8",0,0,,,,,,,,,
"2,9",0,0,,,,,,,,,
"2,10",0,0,,,,,,,,,
"3,4",1,1,,,,,,,,,
"3,5",1,1,,,,,,,,,
"3,6",0,0,,,,,,,,,
"3,7",0,0,,,,,,,,,
"3,8",0,0,,,,,,,,,
"3,9",0,0,,,,,,,,,
"3,10",0,0,,,,,,,,,
"4,5",0,0,,,,,,,,,
"4,6",0,0,,,,,,,,,
"4,7",0,0,,,,,,,,,
"4,8",0,0,,,,,,,,,
"4,9",0,0,,,,,,,,,
"4,10",0,0,,,,,,,,,
"5,6",0,0,,,,,,,,,
"5,7",0,0,,,,,,,,,
"5,8",0,0,,,,,,,,,
"5,9",0,0,,,,,,,,,
"5,10",0,0,,,,,,,,,
"6,7",0,0,,,,,,,,,
"6,8",0,0,,,,,,,,,
"6,9",0,0,,,,,,,,,
"6,10",0,0,,,,,,,,,
"7,8",0,0,,,,,,,,,
"7,9",0,0,,,,,,,,,
"7,10",0,0,,,,,,,,,
"8,9",0,0,,,,,,,,,
"8,10",0,0,,,,,,,,,
"9,10",0,0,,,,,,,,,
,,,,,,,,,,,
election day a holiday,,,,,,,,,,,
,,,,,,,,,,,
https://en.wikipedia.org/wiki/Election_Day_(United_States),,1,,,,,,2,,,
http://www.businessinsider.com/is-election-day-a-national-holiday-2016-11,,1,,,,,,1,,,
https://publicholidays.us/election-day/,,1,,,,,,3,,,
http://www.slate.com/articles/news_and_politics/politics/2016/11/an_election_day_holiday_might_not_increase_turnout_studies_demonstrate.html,,1,,,,,,4,,,
https://www.theatlantic.com/magazine/archive/1998/10/should-election-day-be-a-holiday/305082/,,1,,,,,,5,,,
http://www.baidu.com/link?url=Nn89Q2FpFudYs4OLCNWuLidnu_TL5E3SEvc4ptUgxEoQQhkYdpvNyI8cYYDpN38QZZ5ZeaMCd5HwhA8GhI-tAFUknJ0ScIeeJ6BOGLQXn-n8-hTlW1V1cj2_5LvMbB5scfBNDPCJvrO0jOBucs9tF_,,0,,,,,,10,,,
https://en.wikipedia.org/wiki/Election_(1999_film),,0,,,,,,9,,,
https://en.wikipedia.org/wiki/Election,,0,,,,,,8,,,
http://www.imdb.com/title/tt0126886/,,0,,,,,,7,,,
https://www.nytimes.com/roomfordebate/2016/11/07/overturning-election-day-tradition/make-eleciton-day-a-national-holiday,,1,,,,,,6,,,
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",0,0,,,,,,,,,
"1,3",0,0,,,,,,,,,
"1,4",0,0,,,,,,,,,
"1,5",0,0,,,,,,,,,
"1,6",0,0,,,,,,,,,
"1,7",0,0,,,,,,,,,
"1,8",0,0,,,,,,,,,
"1,9",0,0,,,,,,,,,
"1,10",0,0,,,,,,,,,
"2,3",0,0,,,,,,,,,
"2,4",0,0,,,,,,,,,
"2,5",0,0,,,,,,,,,
"2,6",0,0,,,,,,,,,
"2,7",0,0,,,,,,,,,
"2,8",0,0,,,,,,,,,
"2,9",0,0,,,,,,,,,
"2,10",0,0,,,,,,,,,
"3,4",0,0,,,,,,,,,
"3,5",0,0,,,,,,,,,
"3,6",0,0,,,,,,,,,
"3,7",0,0,,,,,,,,,
"3,8",0,0,,,,,,,,,
"3,9",0,0,,,,,,,,,
"3,10",0,0,,,,,,,,,
"4,5",0,0,,,,,,,,,
"4,6",0,0,,,,,,,,,
"4,7",0,0,,,,,,,,,
"4,8",0,0,,,,,,,,,
"4,9",0,0,,,,,,,,,
"4,10",1,1,,,,,,,,,
"5,6",0,0,,,,,,,,,
"5,7",0,0,,,,,,,,,
"5,8",0,0,,,,,,,,,
"5,9",0,0,,,,,,,,,
"5,10",1,1,,,,,,,,,
"6,7",1,1,,,,,,,,,
"6,8",0,0,,,,,,,,,
"6,9",0,0,,,,,,,,,
"6,10",1,1,,,,,,,,,
"7,8",0,0,,,,,,,,,
"7,9",0,0,,,,,,,,,
"7,10",1,1,,,,,,,,,
"8,9",0,0,,,,,,,,,
"8,10",1,1,,,,,,,,,
"9,10",1,1,,,,,,,,,
,,,,,,,,,,,
result day election,,,,,,,,,,,
,,,,,,,,,,,
https://en.wikipedia.org/wiki/United_States_presidential_election_2016,,1,,,,,,6,,,
https://www.politico.com/2016-election/results/map/president,,1,,,,,,1,,,
http://www.business-standard.com/election,,1,,,,,,7,,,
https://en.wikipedia.org/wiki/United_Kingdom_general_election_2015,,1,,,,,,5,,,
https://www.nytimes.com/2016/09/11/us/politics/election-results-voting.html,,1,,,,,,2,,,
https://www.cbsnews.com/news/presidential-election-2016-results-live-updates/,,1,,,,,,3,,,
http://www.thesaurus.com/browse/result,,1,,,,,,8,,,
https://www.merriam-webster.com/dictionary/result,,0,,,,,,9,,,
https://www.merriam-webster.com/thesaurus/result,,0,,,,,,10,,,
http://time.com/4561414/election-day-results-watch-political-science/,,1,,,,,,4,,,
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",1,1,,,,,,,,,
"1,3",1,1,,,,,,,,,
"1,4",0,0,,,,,,,,,
"1,5",1,1,,,,,,,,,
"1,6",1,1,,,,,,,,,
"1,7",0,0,,,,,,,,,
"1,8",0,0,,,,,,,,,
"1,9",0,0,,,,,,,,,
"1,10",1,1,,,,,,,,,
"2,3",0,0,,,,,,,,,
"2,4",0,0,,,,,,,,,
"2,5",1,1,,,,,,,,,
"2,6",1,1,,,,,,,,,
"2,7",0,0,,,,,,,,,
"2,8",0,0,,,,,,,,,
"2,9",0,0,,,,,,,,,
"2,10",1,1,,,,,,,,,
"3,4",0,0,,,,,,,,,
"3,5",0,0,,,,,,,,,
"3,6",0,0,,,,,,,,,
"3,7",0,0,,,,,,,,,
"3,8",0,0,,,,,,,,,
"3,9",0,0,,,,,,,,,
"3,10",0,0,,,,,,,,,
"4,5",1,1,,,,,,,,,
"4,6",1,1,,,,,,,,,
"4,7",0,0,,,,,,,,,
"4,8",0,0,,,,,,,,,
"4,9",0,0,,,,,,,,,
"4,10",1,1,,,,,,,,,
"5,6",0,0,,,,,,,,,
"5,7",0,0,,,,,,,,,
"5,8",0,0,,,,,,,,,
"5,9",0,0,,,,,,,,,
"5,10",1,1,,,,,,,,,
"6,7",0,0,,,,,,,,,
"6,8",0,0,,,,,,,,,
"6,9",0,0,,,,,,,,,
"6,10",1,1,,,,,,,,,
"7,8",1,1,,,,,,,,,
"7,9",1,1,,,,,,,,,
"7,10",1,1,,,,,,,,,
"8,9",0,0,,,,,,,,,
"8,10",1,1,,,,,,,,,
"9,10",1,1,,,,,,,,,
,,,,,,,,,,,
rigged evms,,,,,,,,,,,
http://www.thehindu.com/news/national/other-states/up-civic-polls-evms-were-rigged-say-sp-bsp/article21248376.ece,,1,,,,,,1,,,
https://www.ndtv.com/india-news/rigged-evms-then-how-do-you-explain-me-says-amarinder-singh-1680625,,1,,,,,,3,,,
https://www.ndtv.com/india-news/discard-rigged-evms-then-fight-polls-opposition-slams-bjp-over-up-win-1782743,,1,,,,,,2,,,
http://www.firstpost.com/politics/uttar-pradesh-civic-polls-live-voting-yogi-adityanath-govt-faces-first-major-test-as-polling-in-24-districts-begins-4222059.html,,1,,,,,,4,,,
https://www.thequint.com/news/politics/gujarat-elections-2017-evms-rigged-via-buetooth-says-arjun-modhwadia,,1,,,,,,5,,,
http://www.news18.com/news/politics/bjp-rigged-evms-to-make-it-a-close-contest-with-congress-says-hardik-patel-1607923.html,,1,,,,,,6,,,
https://www.nationalheraldindia.com/national/faulty-evms-saharanpur-candidate-who-got-zero-votes-says-even-my-vote-wasnt-counted,,1,,,,,,7,,,
http://www.thesaurus.com/browse/rigged',,0,,,,,,8,,,
https://en.wiktionary.org/wiki/rigged,,0,,,,,,9,,,
https://images.search.yahoo.com/search/images?p=rigged,,0,,,,,,10,,,
,,,,,,,,,,,
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",0,0,,,,,,,,,
"1,3",0,0,,,,,,,,,
"1,4",0,0,,,,,,,,,
"1,5",0,0,,,,,,,,,
"1,6",0,0,,,,,,,,,
"1,7",0,0,,,,,,,,,
"1,8",0,0,,,,,,,,,
"1,9",0,0,,,,,,,,,
"1,10",0,0,,,,,,,,,
"2,3",0,0,,,,,,,,,
"2,4",0,0,,,,,,,,,
"2,5",0,0,,,,,,,,,
"2,6",0,0,,,,,,,,,
"2,7",0,0,,,,,,,,,
"2,8",0,0,,,,,,,,,
"2,9",0,0,,,,,,,,,
"2,10",0,0,,,,,,,,,
"3,4",0,0,,,,,,,,,
"3,5",0,0,,,,,,,,,
"3,6",0,0,,,,,,,,,
"3,7",0,0,,,,,,,,,
"3,8",0,0,,,,,,,,,
"3,9",0,0,,,,,,,,,
"3,10",0,0,,,,,,,,,
"4,5",0,0,,,,,,,,,
"4,6",0,0,,,,,,,,,
"4,7",0,0,,,,,,,,,
"4,8",0,0,,,,,,,,,
"4,9",0,0,,,,,,,,,
"4,10",0,0,,,,,,,,,
"5,6",0,0,,,,,,,,,
"5,7",0,0,,,,,,,,,
"5,8",0,0,,,,,,,,,
"5,9",0,0,,,,,,,,,
"5,10",0,0,,,,,,,,,
"6,7",0,0,,,,,,,,,
"6,8",0,0,,,,,,,,,
"6,9",0,0,,,,,,,,,
"6,10",0,0,,,,,,,,,
"7,8",0,0,,,,,,,,,
"7,9",0,0,,,,,,,,,
"7,10",0,0,,,,,,,,,
"8,9",0,0,,,,,,,,,
"8,10",1,1,,,,,,,,,
"9,10",1,1,,,,,,,,,
,,,,,,,,,,,
update voter card,,,,,,,,,,,
http://www.nvsp.in/,,1,,,,,,1,,,
https://support.microsoft.com/en-us/help/4078130/update-to-disable-mitigation-against-spectre-variant-2,,0,,,,,,5,,,
https://support.google.com/chrome/answer/95414?co=GENIE.Platform%3DDesktop&hl=en,,0,,,,,,6,,,
https://support.mozilla.org/en-US/kb/update-firefox-latest-version,,0,,,,,,10,,,
https://www.ok.gov/elections/Voter_Info/Register_to_Vote/,,1,,,,,,2,,,
https://www.usa.gov/register-to-vote,,1,,,,,,3,,,
https://www.merriam-webster.com/dictionary/update,,0,,,,,,4,,,
http://windowsupdate.microsoft.com/,,0,,,,,,7,,,
https://docs.microsoft.com/en-us/sql/t-sql/queries/update-transact-sql,,0,,,,,,8,,,
http://www.baidu.com/link?url=ilbvCHWbMrqyX3i-aPi9lEWMnvC6Pv2gLBphQjcjZz5CibMUjcXvPGPv0uhoCaJ3MdbEfwztww-P-FImGGA36q,,1,,,,,,9,,,
,,,,,,,,,,,
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",,0,,,,,,,,,
"1,3",,0,,,,,,,,,
"1,4",,0,,,,,,,,,
"1,5",,1,,,,,,,,,
"1,6",,1,,,,,,,,,
"1,7",,1,,,,,,,,,
"1,8",,1,,,,,,,,,
"1,9",,1,,,,,,,,,
"1,10",,0,,,,,,,,,
"2,3",,0,,,,,,,,,
"2,4",,0,,,,,,,,,
"2,5",,0,,,,,,,,,
"2,6",,0,,,,,,,,,
"2,7",,1,,,,,,,,,
"2,8",,1,,,,,,,,,
"2,9",,1,,,,,,,,,
"2,10",,0,,,,,,,,,
"3,4",,0,,,,,,,,,
"3,5",,0,,,,,,,,,
"3,6",,0,,,,,,,,,
"3,7",,0,,,,,,,,,
"3,8",,0,,,,,,,,,
"3,9",,0,,,,,,,,,
"3,10",,0,,,,,,,,,
"4,5",,0,,,,,,,,,
"4,6",,0,,,,,,,,,
"4,7",,0,,,,,,,,,
"4,8",,0,,,,,,,,,
"4,9",,0,,,,,,,,,
"4,10",,1,,,,,,,,,
"5,6",,1,,,,,,,,,
"5,7",,1,,,,,,,,,
"5,8",,0,,,,,,,,,
"5,9",,0,,,,,,,,,
"5,10",,0,,,,,,,,,
"6,7",,0,,,,,,,,,
"6,8",,0,,,,,,,,,
"6,9",,0,,,,,,,,,
"6,10",,0,,,,,,,,,
"7,8",,0,,,,,,,,,
"7,9",,0,,,,,,,,,
"7,10",,1,,,,,,,,,
"8,9",,1,,,,,,,,,
"8,10",,1,,,,,,,,,
"9,10",,1,,,,,,,,,
HIMANSHU START FROM HERE,,,,,,,,,,,
political parties,,,,,,,,,,,
,,,,,,,,,,,
https://en.wikipedia.org/wiki/Political_party,,1,,,,,,1,,,
https://www.britannica.com/topic/political-party,,1,,,,,,4,,,
https://study.com/academy/lesson/political-party-definition-function-organization-mobilization.html,,0,,,,,,2,,,
https://simple.wikipedia.org/wiki/Political_party,,1,,,,,,5,,,
https://www.scholastic.com/teachers/articles/teaching-content/origins-and-functions-political-parties/,,1,,,,,,8,,,
https://www.merriam-webster.com/dictionary/political,,0,,,,,,7,,,
https://en.wikipedia.org/wiki/List_of_political_parties_in_the_United_States,,1,,,,,,9,,,
http://www.baidu.com/link?url=rLGsF0WXrL7LaM6Kh6B0bwd_7jDXnCb3k6vZQCHeJzxffNnfviYu-fdOjMdYdXalIuVwSCjOPRMQUonUMxcQDa,,1,,,,,,3,,,
https://en.wikipedia.org/wiki/List_of_political_parties_in_India,,1,,,,,,6,,,
https://www.isidewith.com/political-quiz,,0,,,,,,10,,,
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",,0,,,,,,,,,
"1,3",,0,,,,,,,,,
"1,4",,0,,,,,,,,,
"1,5",,0,,,,,,,,,
"1,6",,0,,,,,,,,,
"1,7",,0,,,,,,,,,
"1,8",,0,,,,,,,,,
"1,9",,0,,,,,,,,,
"1,10",,0,,,,,,,,,
"2,3",,0,,,,,,,,,
"2,4",,1,,,,,,,,,
"2,5",,0,,,,,,,,,
"2,6",,0,,,,,,,,,
"2,7",,1,,,,,,,,,
"2,8",,1,,,,,,,,,
"2,9",,1,,,,,,,,,
"2,10",,0,,,,,,,,,
"3,4",,0,,,,,,,,,
"3,5",,0,,,,,,,,,
"3,6",,0,,,,,,,,,
"3,7",,0,,,,,,,,,
"3,8",,0,,,,,,,,,
"3,9",,0,,,,,,,,,
"3,10",,0,,,,,,,,,
"4,5",,0,,,,,,,,,
"4,6",,0,,,,,,,,,
"4,7",,0,,,,,,,,,
"4,8",,0,,,,,,,,,
"4,9",,0,,,,,,,,,
"4,10",,0,,,,,,,,,
"5,6",,1,,,,,,,,,
"5,7",,1,,,,,,,,,
"5,8",,0,,,,,,,,,
"5,9",,0,,,,,,,,,
"5,10",,0,,,,,,,,,
"6,7",,0,,,,,,,,,
"6,8",,1,,,,,,,,,
"6,9",,0,,,,,,,,,
"6,10",,0,,,,,,,,,
"7,8",,1,,,,,,,,,
"7,9",,0,,,,,,,,,
"7,10",,0,,,,,,,,,
"8,9",,0,,,,,,,,,
"8,10",,0,,,,,,,,,
"9,10",,0,,,,,,,,,
,,,,,,,,,,,
required documents for voter card,,,,,,,,,,,
,,,,,,,,,,,
https://www.voteridcardind.in/documents-required-for-voter-id-card.html,,1,,,,,,1,,,
https://www.bankbazaar.com/voter-id/apply-online.html,,1,,,,,,2,,,
http://www.baidu.com/link?url=3O8Uu4CWVDFpmpRj-Lta1bwicU0w9Np6P0Z0FRbTknEv2KTjnG6DoNMieX8UPjNHzcFXusg9gQl9kTT4tvUCchy1YXdnBnDCNuZW8mcPg0G,,0,,,,,,8,,,
http://www.baidu.com/link?url=ybQJqb8cfOdWAIFcfxacpDKsfzLjOWN4gllRE-uiA-DsRoYWcRWgNwfd-0odc0mR,,0,,,,,,10,,,
https://www.irs.gov/retirement-plans/plan-participant-employee/retirement-topics-required-minimum-distributions-rmds,,0,,,,,,3,,,
https://www.irs.gov/retirement-plans/retirement-plans-faqs-regarding-required-minimum-distributions,,0,,,,,,4,,,
https://www.uscis.gov/i-9-central/acceptable-documents/list-documents/form-i-9-acceptable-documents,,0,,,,,,5,,,
http://www.baidu.com/link?url=3gJiIXssRdeVKMuC6_WL_uiuOGqeYbgf7gQUg8GZNAOqiX_F_mV7MU8I887SCyTPKgSCS_y5lsA7urYe0lZ_rK,,1,,,,,,6,,,
https://www.merriam-webster.com/thesaurus/required,,0,,,,,,7,,,
http://www.baidu.com/link?url=6mX7HkkCUb07ERmTUTFRVpjk2Afbdbhw06H9XJ4kA6JURCd3XvpyED5jGmz-koA_sCC5KL-eMbIH8B0KTy5IMa,,1,,,,,,9,,,
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,0,,,,,,,,,
"1,2",,0,,,,,,,,,
"1,3",,0,,,,,,,,,
"1,4",,0,,,,,,,,,
"1,5",,0,,,,,,,,,
"1,6",,0,,,,,,,,,
"1,7",,0,,,,,,,,,
"1,8",,0,,,,,,,,,
"1,9",,0,,,,,,,,,
"1,10",,0,,,,,,,,,
"2,3",,0,,,,,,,,,
"2,4",,0,,,,,,,,,
"2,5",,0,,,,,,,,,
"2,6",,0,,,,,,,,,
"2,7",,0,,,,,,,,,
"2,8",,0,,,,,,,,,
"2,9",,0,,,,,,,,,
"2,10",,0,,,,,,,,,
"3,4",,0,,,,,,,,,
"3,5",,1,,,,,,,,,
"3,6",,1,,,,,,,,,
"3,7",,0,,,,,,,,,
"3,8",,0,,,,,,,,,
"3,9",,0,,,,,,,,,
"3,10",,1,,,,,,,,,
"4,5",,1,,,,,,,,,
"4,6",,1,,,,,,,,,
"4,7",,1,,,,,,,,,
"4,8",,1,,,,,,,,,
"4,9",,1,,,,,,,,,
"4,10",,1,,,,,,,,,
"5,6",,0,,,,,,,,,
"5,7",,0,,,,,,,,,
"5,8",,0,,,,,,,,,
"5,9",,0,,,,,,,,,
"5,10",,0,,,,,,,,,
"6,7",,0,,,,,,,,,
"6,8",,0,,,,,,,,,
"6,9",,0,,,,,,,,,
"6,10",,0,,,,,,,,,
"7,8",,0,,,,,,,,,
"7,9",,0,,,,,,,,,
"7,10",,0,,,,,,,,,
"8,9",,0,,,,,,,,,
"8,10",,0,,,,,,,,,
"9,10",,0,,,,,,,,,
,,,,,,,,,,,
election commission,,,,,,,,,,,
http://eci.nic.in/eci/eci.html,,1,,,,,,1,,,
https://en.wikipedia.org/wiki/Election_commission,,1,,,,,,3,,,
https://en.wikipedia.org/wiki/Election_Commission_of_India,,1,,,,,,2,,,
https://www.merriam-webster.com/dictionary/election,,0,,,,,,9,,,
https://en.wikipedia.org/wiki/Election,,0,,,,,,10,,,
https://news.search.yahoo.com/search?p=election&fr2=cosmos,,0,,,,,,4,,,
http://www.imdb.com/title/tt0126886/,,0,,,,,,5,,,
https://en.wikipedia.org/wiki/Delhi_Legislative_Assembly_election_2015,,1,,,,,,6,,,
https://images.search.yahoo.com/search/images?p=election,,1,,,,,,7,,,
https://www.thefreedictionary.com/election,,0,,,,,,8,,,
,,,,,,,,,,,
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",,0,,,,,,,,,
"1,3",,0,,,,,,,,,
"1,4",,0,,,,,,,,,
"1,5",,0,,,,,,,,,
"1,6",,0,,,,,,,,,
"1,7",,0,,,,,,,,,
"1,8",,0,,,,,,,,,
"1,9",,0,,,,,,,,,
"1,10",,0,,,,,,,,,
"2,3",,1,,,,,,,,,
"2,4",,1,,,,,,,,,
"2,5",,0,,,,,,,,,
"2,6",,1,,,,,,,,,
"2,7",,0,,,,,,,,,
"2,8",,1,,,,,,,,,
"2,9",,1,,,,,,,,,
"2,10",,1,,,,,,,,,
"3,4",,0,,,,,,,,,
"3,5",,0,,,,,,,,,
"3,6",,0,,,,,,,,,
"3,7",,1,,,,,,,,,
"3,8",,1,,,,,,,,,
"3,9",,1,,,,,,,,,
"3,10",,1,,,,,,,,,
"4,5",,1,,,,,,,,,
"4,6",,1,,,,,,,,,
"4,7",,0,,,,,,,,,
"4,8",,0,,,,,,,,,
"4,9",,0,,,,,,,,,
"4,10",,0,,,,,,,,,
"5,6",,0,,,,,,,,,
"5,7",,0,,,,,,,,,
"5,8",,0,,,,,,,,,
"5,9",,0,,,,,,,,,
"5,10",,0,,,,,,,,,
"6,7",,1,,,,,,,,,
"6,8",,1,,,,,,,,,
"6,9",,0,,,,,,,,,
"6,10",,0,,,,,,,,,
"7,8",,1,,,,,,,,,
"7,9",,1,,,,,,,,,
"7,10",,0,,,,,,,,,
"8,9",,0,,,,,,,,,
"8,10",,0,,,,,,,,,
"9,10",,0,,,,,,,,,
,,,,,,,,,,,
benefits of gst,Prerna,Prerna,Urvi,Himanshu,,,Prerna ,Ojasvi ,Urvi,Himanshu,
,,,,,,,,,,,
https://www.mapsofindia.com/my-india/government/gst-one-step-towards-simplifying-the-muddled-up-tax-system,,1,,,,,,4,,,
https://economictimes.indiatimes.com/news/economy/policy/the-advantages-of-gst-take-a-look-at-benefits/articleshow/53514291.cms,,1,,,,,,3,,,
https://tallysolutions.com/gst/gst-benefits/,,1,,,,,,2,,,
https://cleartax.in/s/benefits-of-gst-advantages-disadvantages/',,1,,,,,,5,,,
https://www.bankbazaar.com/tax/gst-benefits.html,,1,,,,,,1,,,
https://www.quora.com/Why-has-the-central-government-introduced-GST-What-are-the-benefits-Why-are-states-opposing-it-What-points-are-causing-a-stalemate,,1,,,,,,6,,,
https://www.ssa.gov/benefits/retirement/,,0,,,,,,7,,,
http://www1.nyc.gov/site/idnyc/benefits/benefits.page,,0,,,,,,8,,,
https://www.forbes.com/sites/krnkashyap/2017/07/10/the-four-benefits-of-the-new-goods-and-services-tax-gst-for-startups-in-india/,,0,,,,,,9,,,
https://www.forbes.com/sites/krnkashyap/2017/07/10/the-four-benefits-of-the-new-goods-and-services-tax-gst-for-startups-in-india/&sa=U&ved=0ahUKEwjVoOGguOTZAhULQ48KHS9LAMYQFgg8MAg&usg=AOvVaw2qWtcCNKPX_zltLkM_nA3m,,0,,,,,,10,,,
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",,0,,,,,,,,,
"1,3",,0,,,,,,,,,
"1,4",,0,,,,,,,,,
"1,5",,1,,,,,,,,,
"1,6",,1,,,,,,,,,
"1,7",,0,,,,,,,,,
"1,8",,0,,,,,,,,,
"1,9",,0,,,,,,,,,
"1,10",,1,,,,,,,,,
"2,3",,1,,,,,,,,,
"2,4",,1,,,,,,,,,
"2,5",,1,,,,,,,,,
"2,6",,0,,,,,,,,,
"2,7",,1,,,,,,,,,
"2,8",,1,,,,,,,,,
"2,9",,0,,,,,,,,,
"2,10",,0,,,,,,,,,
"3,4",,0,,,,,,,,,
"3,5",,1,,,,,,,,,
"3,6",,1,,,,,,,,,
"3,7",,0,,,,,,,,,
"3,8",,0,,,,,,,,,
"3,9",,0,,,,,,,,,
"3,10",,0,,,,,,,,,
"4,5",,0,,,,,,,,,
"4,6",,0,,,,,,,,,
"4,7",,1,,,,,,,,,
"4,8",,1,,,,,,,,,
"4,9",,1,,,,,,,,,
"4,10",,1,,,,,,,,,
"5,6",,0,,,,,,,,,
"5,7",,1,,,,,,,,,
"5,8",,1,,,,,,,,,
"5,9",,1,,,,,,,,,
"5,10",,1,,,,,,,,,
"6,7",,1,,,,,,,,,
"6,8",,1,,,,,,,,,
"6,9",,1,,,,,,,,,
"6,10",,1,,,,,,,,,
"7,8",,1,,,,,,,,,
"7,9",,1,,,,,,,,,
"7,10",,0,,,,,,,,,
"8,9",,0,,,,,,,,,
"8,10",,0,,,,,,,,,
"9,10",,0,,,,,,,,,
,,,,,,,,,,,
drawbacks of gst,,,,,,,,,,,
,,,,,,,,,,,
https://www.quora.com/What-are-the-drawbacks-of-GST-in-India,,1,,,,,,2,,,
https://cleartax.in/s/benefits-of-gst-advantages-disadvantages/,,1,,,,,,1,,,
http://top10wala.in/facts-about-gst-india-advantages/,,1,,,,,,6,,,
https://www.indiafilings.com/learn/gst-advantages-disadvantages/,,1,,,,,,3,,,
http://www.thesaurus.com/browse/drawbacks,,0,,,,,,4,,,
https://www.quora.com/What-is-GST-And-what-are-the-advantages-and-disadvantages-of-GST,,1,,,,,,9,,,
http://www.baidu.com/link?url=fab8Zle1oQ5kP5pKaHec1nmht46zLq8o_xtg-GHCF1PziuQLf8D37ZMAeLLO7RbB,,0,,,,,,5,,,
https://www.merriam-webster.com/dictionary/drawback,,0,,,,,,7,,,
https://www.linkedin.com/pulse/top-10-advantages-disadvantages-gst-tax-india-dharmarajan-ramadoss&sa=U&ved=0ahUKEwjmkLnHyOTZAhXMOY8KHU2BDbgQFghUMAk&usg=AOvVaw0NrzEGKC0MoDYpBiSTYA-N,,1,,,,,,8,,,
https://en.wikipedia.org/wiki/Drawback,,0,,,,,,10,,,
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",,0,,,,,,,,,
"1,3",,0,,,,,,,,,
"1,4",,1,,,,,,,,,
"1,5",,1,,,,,,,,,
"1,6",,0,,,,,,,,,
"1,7",,0,,,,,,,,,
"1,8",,0,,,,,,,,,
"1,9",,0,,,,,,,,,
"1,10",,1,,,,,,,,,
"2,3",,0,,,,,,,,,
"2,4",,0,,,,,,,,,
"2,5",,1,,,,,,,,,
"2,6",,0,,,,,,,,,
"2,7",,1,,,,,,,,,
"2,8",,1,,,,,,,,,
"2,9",,0,,,,,,,,,
"2,10",,0,,,,,,,,,
"3,4",,1,,,,,,,,,
"3,5",,1,,,,,,,,,
"3,6",,1,,,,,,,,,
"3,7",,1,,,,,,,,,
"3,8",,1,,,,,,,,,
"3,9",,0,,,,,,,,,
"3,10",,0,,,,,,,,,
"4,5",,0,,,,,,,,,
"4,6",,0,,,,,,,,,
"4,7",,1,,,,,,,,,
"4,8",,1,,,,,,,,,
"4,9",,1,,,,,,,,,
"4,10",,1,,,,,,,,,
"5,6",,0,,,,,,,,,
"5,7",,1,,,,,,,,,
"5,8",,1,,,,,,,,,
"5,9",,1,,,,,,,,,
"5,10",,0,,,,,,,,,
"6,7",,0,,,,,,,,,
"6,8",,0,,,,,,,,,
"6,9",,0,,,,,,,,,
"6,10",,0,,,,,,,,,
"7,8",,1,,,,,,,,,
"7,9",,1,,,,,,,,,
"7,10",,0,,,,,,,,,
"8,9",,0,,,,,,,,,
"8,10",,0,,,,,,,,,
"9,10",,1,,,,,,,,,
,,,,,,,,,,,
what is gst,,,,,,,,,,,
,,,,,,,,,,,
https://en.wikipedia.org/wiki/Goods_and_Services_Tax_(India),,1,,,,,,3,,,
https://www.mapsofindia.com/my-india/government/gst-one-step-towards-simplifying-the-muddled-up-tax-system,,1,,,,,,1,,,
